,hotelname,score,title,review
848,Grand Copthorne Waterfront,3.0,Poor,"for a 5 star hotel I would be lucky to give it a 31/2 star...………..arriving at 4am in the morning I was rudly greeted with a'' I have been expecting you here is your key there is the lift 13 floor left /right'' dragged our own suit cases to the room My experience with 5 star is turn down bed and chocolate on pillow at night  THE BAR could do with some nice comfortable lounge chairs to recline and chat over a beer rather than sit up to the bar nothing ,hot breakfast food was cold..  rooms were old need to be gutted and revamped .. insects crawling around the bathroom floors .. bed had bed lice crawling about Stayed in December 2019"
849,Grand Copthorne Waterfront,9.0,“ A relaxing place to stay for a sightseeing stopover. ”,Our room could have done with a little refurbishment / updating Good location. Comfortable walk to Clarke Quay. Stayed in December 2019
850,Grand Copthorne Waterfront,9.0,“ Excellent facility with very friendly staffs ”,"Location was a bit far from downtown. No direct subway (MRT) access. Building itself is old but very well maintained, room and facilities are very clean Stayed in December 2019"
851,Grand Copthorne Waterfront,10,“ Will Be Back For Sure ”,"Would have been better if amenities (soap, body lotion, drinking water) for two people could have been provided. The location. The atmosphere. The friendly staff. Stayed in December 2019"
852,Grand Copthorne Waterfront,4.6,Disappointing,"Check in staff assumed my booking came without breakfast ..Until i pointed out to Him that mine came With as I Had Paid For It... Checking-in process was too slow too. As this wasn't my 1st stay here i noticed that the Breakfast menu had changed for sorry for the lack of a better word, worse.. menu was an upset.. Changes are Good but...at least try to be better Stayed in December 2019"
853,Grand Copthorne Waterfront,9.0,“ Excellent!! ”,NIL Nice and comfortable room Stayed in December 2019
854,Grand Copthorne Waterfront,10,Exceptional,Excellent buffet breakfast. Good customer service.. city vew was nice also. Stayed in December 2019
855,Grand Copthorne Waterfront,9.0,“ Elegant hotel ”,"The room tends to dim with light and ""small"" with the price we pay. This subway may not a good choice to travel here (1.5 Km from subway however you can access this by bus (bus stop in front of the hotel). The pool is so tiny than I expect. The check-in waiting tends to long than we expected. There are no universal plugs from the room and seminar ballroom, do not forget the bring your own adapter to here. Clean and good service with hospitality. Breakfast is varieties with several kinds of food (Chinese, American, India) taste is also good. The bed is good and comfortable to sleep and watch the TV.  The location is next to the river and easy to walk in the afternoon and at night. there are some local marts around the hotel and the supermarket is about 20-30 minutes by walk. The decoration is nice and is good elegant environment Stayed in November 2019"
856,Grand Copthorne Waterfront,3.3,Poor,"The room is dirty with dust. 
The requirement will not be attend even I have put there to get 2 bedroom in the same floor. 
Booking for 4adult but reception told there is only 2adult entitle for breakfast , then ask to check back on the next day 🤷🏻‍♀️🤷🏻‍♀️ Stayed in December 2019"
857,Grand Copthorne Waterfront,4.6,“ Great location but ... ”,Room is old and had a musky mold smell. Location. Stayed in December 2019
858,Grand Copthorne Waterfront,5.0,“ So so. Not my expectation for a 5 star hotel ”,The fridge bar not working. Staffs confused during the check in. Got mixed up with other guests. The room and hotel is clean. Stayed in December 2019
859,Grand Copthorne Waterfront,9.6,Exceptional,Too far to walk from train station Lovely location on the river. Stayed in December 2019
860,Grand Copthorne Waterfront,10,Exceptional,Club room and services for club is very good. Stayed in December 2019
861,Grand Copthorne Waterfront,9.6,Exceptional,Good breakfast 👌 Stayed in November 2019
862,Grand Copthorne Waterfront,10,“ Wonderfull ”,The bed was big n comfort Stayed in November 2019
863,Grand Copthorne Waterfront,5.0,“ Not a good experience overall. ”,"very poor check in and check out experience. Takes for ever for a simple procedure. We were offered the club access for SG$30 per person and decided to give it a try. The club is very poor value for money. minimal food selection limp salad vegetables, satay clearly sat around for a long time and poor drink selection with poor service. I asked to cancel the next day but was initially rebuffed and the management only agreed after firm complaint. The at check out the chares were still there! Took a long time to have the charges reversed. Not a lot. Breakfast selection is poor and atmosphere in the restaurant is not very pleasant. The new Chinese restaurant is terrible. Stayed in November 2019"
864,Grand Copthorne Waterfront,3.8,“ Not worth your money/isn't a 5* ”,"There a lot of negatives unfortunately. I had such high hopes but was a let down. Construction work was going on and didn't even receive a courtesy email to inform us of this. Every single other hotel does and whilst i appreciate the noise and situation is out of your hotel but informing customers is essential, I would've booked elsewhere. We were moved to another room but was a smoking room so absolutely stunk but it was either smell of fumes or suffer severe migraines from the construction work. The 'new room' was filthy. The remote looked liked it had boogers on it and the bathroom was filthy; I have pictures of this. Rooms were tired and old. Definitely NOT a 5* Location Stayed in November 2019"
865,Grand Copthorne Waterfront,9.6,Exceptional,Location was a bit out of the way Comfortable and clean Stayed in November 2019
866,Grand Copthorne Waterfront,5.0,Fair,"Check-in was painfully long. Myself and partner were ushered to one queue (position 2) waiting at reception.Numerous guests were ushered to 2 other queues3&  4 people deep .These people were  serviced efficiently and in a timely manor , we counted 6 check-ins behind us(in the other queues)  ,being processed before us !it took 15 mins to process the couple in front of us.. after 16 hours of travel it was unprofessional, and someone should have noticed and stepped in to manage the process fairly. I was informed at the  desk the pre-authorization on my credit card  would take 14 days to be credited back to me.this figure was twice the amount of the room price !! (still don't understand why it takes so long?) Between booking.com and the Copthorne, I had 3 payments taken from my card .1 X pre-auth, and 2 X booking charges for 1 night!. The room smelt musty and dated,on the presidential floor ,and my partner was convinced someone had smoked in there previously. We liked leaving. Stayed in November 2019"
867,Grand Copthorne Waterfront,9.0,Awesome,The jacuzzi is cold The room is very convenient Stayed in November 2019
